Time (s),Latency (ms),FPS
3.9186863899230957,165.1005744934082,6.056914114735112
3.980644702911377,48.12169075012207,20.780649732209653
4.0249223709106445,39.56151008605957,25.277093766761283
4.070962190628052,41.31627082824707,24.203539669807782
4.117685556411743,41.49341583251953,24.100209152129445
4.163721323013306,41.44477844238281,24.12849187721478
4.205846548080444,37.607431411743164,26.590489232076177
4.24787163734436,36.88979148864746,27.107770460229954
4.291983127593994,39.8256778717041,25.10942822420843
4.33864426612854,39.93725776672363,25.03927550161484
4.388442754745483,43.8075065612793,22.827138052268943
4.434805393218994,41.36538505554199,24.174802160242997
4.479764938354492,40.90523719787598,24.446747372777132
4.522461891174316,37.37640380859375,26.754847928148603
4.566808700561523,38.95139694213867,25.673020186810632
4.6207616329193115,48.97952079772949,20.416696278628276
4.67259407043457,45.806884765625,21.830779480346436
4.714935064315796,37.25385665893555,26.842858422824374
4.75873327255249,38.95258903503418,25.672234497701663
4.805787563323975,42.4351692199707,23.565359073185533
4.8568034172058105,43.72811317443848,22.868583330152827
4.904697418212891,43.9298152923584,22.763583077799787
4.9523115158081055,42.475223541259766,23.543136836669397
5.0011818408966064,44.194698333740234,22.627148452251223
5.052027463912964,45.82643508911133,21.82146610478123
5.1032092571258545,44.41428184509277,22.51528018594964
5.147971868515015,38.77758979797363,25.788090626825294
5.190124750137329,37.95647621154785,26.345965163535404
5.236926794052124,42.84977912902832,23.337343163165947
5.383459806442261,140.48385620117188,7.118255627664485
5.556649923324585,161.93079948425293,6.175477445828616
5.718040227890015,151.29995346069336,6.609387360187079
5.779545545578003,50.13108253479004,19.947704087698856
5.824870347976685,40.29059410095215,24.81968862247102
5.972153186798096,141.40963554382324,7.071653895113089
6.039290189743042,56.583404541015625,17.673026360142924
6.188986301422119,144.95444297790527,6.898719207609424
6.25497841835022,54.82625961303711,18.23943502726585
6.4048473834991455,144.14048194885254,6.9376762619320544
6.470829725265503,52.91867256164551,18.896921475781344
6.513044834136963,37.0333194732666,27.002710376040532
6.557427644729614,38.64240646362305,25.878305507224916
6.599531650543213,37.98723220825195,26.324634406577545
6.648342609405518,43.898582458496094,22.77977884469162
6.695996284484863,42.84310340881348,23.340979537777482
6.77135157585144,68.87602806091309,14.518839546258572
6.826026678085327,46.83351516723633,21.352230265636294
6.874456882476807,43.30158233642578,23.0938442902764
6.919428110122681,41.541337966918945,24.07240712363046
6.971618890762329,47.553062438964844,21.029139843170288
7.016885280609131,39.22748565673828,25.49232975956045
7.06518292427063,43.94340515136719,22.756543252745345
7.1130430698394775,43.15614700317383,23.171670073476605
7.1619603633880615,42.42825508117676,23.569199300954725
7.205848455429077,39.44587707519531,25.35119191528456
7.253506422042847,42.25659370422363,23.66494580702675
7.398627281188965,140.04039764404297,7.140796633138795
7.5851569175720215,178.16424369812012,5.6127985012211035
7.745429277420044,152.0223617553711,6.577979637029742
7.8245322704315186,65.54055213928223,15.257729258595038
7.867164373397827,39.03698921203613,25.616729675752598
7.909306526184082,37.619590759277344,26.581894694146577
7.961385250091553,46.04029655456543,21.720103362384584
8.004335403442383,37.38570213317871,26.74819363931457
8.046162366867065,36.467790603637695,27.421458318350908
8.090987205505371,39.00003433227539,25.641003068872344
8.135839462280273,38.9103889465332,25.700077204936214
8.179873943328857,38.50269317626953,25.97220914967924
8.225012302398682,38.89322280883789,25.71142033960645
8.271070718765259,40.282487869262695,24.824683203418623
8.316779375076294,39.17551040649414,25.526151149628152
8.362814664840698,39.331674575805664,25.424801023222546
8.405433416366577,39.02578353881836,25.624085138619062
8.446797609329224,36.03720664978027,27.74909858353567
8.493294477462769,40.290117263793945,24.81998236571611
8.539593696594238,40.537357330322266,24.66860362532789
8.578569173812866,35.06827354431152,28.515803572035598
